FIELD_ID,FIELD_NAME,ALTERNATE_NAME,LONG_DESCRIPTION,FIELD_LENGTH,FIELD_TYPE,MASK,USER_SYSTEM_ATTRIBUTES,FIELD_VALUES,DATA_TYPE,LEVEL,FIELD_VALUES_ID
10768,Person 7: Business Owner,biz_owner_7,Business Owner,1,char,,,"U=Unknown,Y=Yes ,",Declared,AdultPID,32a55490-18c1-4a6d-a457-36610e852019
10779,Person 7: Ethnic - Country Of Origin,et_cntry_7,Based on a comprehensive predictive name analysis process that identifies country of origin for Hispanic names.,2,char,,,"00=Unknown,01=Mexico,02=Cuba,03=Puerto Rico,04=Nicaragua,05=Dominican Republic,06=Colombia,07=Honduras,08=Guatemala,09=El Salvador,10=Costa Rica,11=Panama,12=Ecuador,13=Venezuela,14=Argentina,15=Chile,16=Peru,17=Bolivia,18=Uruguay,19=Paraguay,20=Spain,blank=Null,",Derived,AdultPID,d97f3720-6cfe-405d-99c3-ad0be1536f91
10780,Person 7: Ethnic - Ethnic,et_code_7,Based on a comprehensive predictive name analysis process which identifies ethnicity.,2,char,,,"00=Unknown,01=English,02=Scottish,03=Danish,04=Swedish,05=Norwegian,06=Finnish,07=Icelandic,08=Dutch,09=Belgian,10=German,11=Austrian,12=Hungarian,13=Czech,14=Slovak,15=Irish,16=Welsh,17=French,18=Swiss,19=Italian,2=Scottish,20=Hispanic,21=Portuguese,22=Polish,23=Estonian,24=Latvian,25=Lithuanian,26=Ukrainian,27=Georgian,28=Byelorussian,29=Armenian,30=Russian,31=Turkish,32=Kurdish,33=Greek,34=Persian,35=Moldovan,36=Bulgarian,37=Romanian,38=Albanian,39=Native American,40=Slovenian,41=Croat,42=Serb,43=Bosniak,44=Azerbaijani,45=Kazakh,46=Afghan,47=Pakistani,48=Bengali,49=Indonesian,50=Asian Indian,51=Burmese (Myanmar),52=Mongolian,53=Chinese,55=Taiwanese,56=Korean,57=Japanese,58=Thai,59=Malaysian,60=Laotian,61=Khmer,62=Vietnamese,63=Sri Lankan,64=Uzbek,65=Hmong,66=Jewish,67=Aleut,68=Hebrew,70=Arab,71=Brazilian,72=Turkmen,73=Tajik,74=Kirghiz,75=Saudi,76=Iraqi,77=Libyan,78=Egyptian,79=Rwandan,7A=Hindu(retired 2022),7B=Djiboutian,7C=Manx,7D=Telugan(retired 2022),7E=Nepalese,7F=Samoan,7G=Mauritanian,7H=Inuit,7M=Trinidadian,7N=Southern African,80=Tongan,81=Senegalese,82=Malawian,83=South sudanese,84=Moroccan,85=African American,86=Kenyan,87=Nigerian (Nigeria),88=Ghanaian,89=Zambian,8A=Congolese,8B=Central african republic,8C=Togolese,8D=Bahraini,8E=Qatari,8F=Guyanese,8G=Tibetan,8H=Fijian,8I=Swazi,8J=Zulu,8K=Xhosa,8L=Basotho(retired 2022),8M=Afrikaner,8N=Liberian,8O=Comoran,8P=Beninese,8Q=Burkinabe (Burkina Faso),8R=Nigerian (Niger),8S=Akan,8T=Swahili,8U=Haitian,8V=Malian,8W=Jamaican,8X=Hausa,8Y=African Continental,90=Zaire(retired 2022),91=Surinamese,92=Mozambican (Mozambique),93=Ivorian (Ivory Coast),94=Bhutanese,95=Ethiopian,96=Ugandan,97=Botswana,98=Cameroonian,99=Zimbabwean,9A=Namibian,9B=Burundi,9C=Tanzanian,9D=Gambian,9E=Somali,9F=Macedonian,9G=Chadian,9H=Gabonese,9I=Angolan,9J=Chechen,9K=Igbo,9L=Yoruba,9M=Algerian,9N=Filipino,9O=Sotho (Lesotho),9P=Tunisian,9Q=Hawaiian,9R=Malagasy (Madagascar),9S=Basque(retired 2022),9T=Sierra leonean,9U=Kuwaiti,9V=Yemeni,9W=Guinea-bissau,9X=Papua new guinean,9Y=Equatorial guinean,9Z=Syrian,A1=African American (Arabic),A2=African American (Arabic),A3=African American (Arabic),A4=African American (Arabic),A5=African American (Arabic),blank=Null,D1=African American (Dutch),D2=African American (Dutch),D3=African American (Dutch),D4=African American (Dutch),D5=African American (Dutch),E1=African American (English),E2=African American (English),E3=African American (English),E4=African American (English),E5=African American (English),F1=African American (French),F2=African American (French)(retired 2023),F3=African American (French)(retired 2023),F4=African American (French),F5=African American (French),I1=African American (Irish),I2=African American (Irish),I3=African American (Irish),I4=African American (Irish),I5=African American (Irish),S1=African American (Scotch),S2=African American (Scotch),S3=African American (Scotch),S4=African American (Scotch),S5=African American (Scotch),U1=African American (Unknown),U2=African American (Unknown),U3=African American (Unknown),U4=African American (Unknown),U5=African American (Unknown),UC=Uncodable records,W1=African American (Welsh),W2=African American (Welsh),W3=African American (Welsh),W4=African American (Welsh),W5=African American (Welsh),ZZ=Multi-Ethnic,",Derived,AdultPID,10809cdd-b378-48a6-bcea-fac4de41f45b
10782,Person 7: Ethnic - Group,et_grp_7,Based on a comprehensive predictive name analysis process that identifies ethnicity.,1,char,,,"A=African American,B=Southeast Asian,blank=Null,C=South Asian,D=Central Asian,E=Mediterranean,F=Native American,G=Scandinavian,H=Polynesian,I=Middle Eastern,J=Jewish,K=Western European,L=Eastern European,M=Caribbean Non-Hispanic,N=East Asian,O=Hispanic,Z=Uncoded,",Derived,AdultPID,7ceacf41-e1dd-4b16-a6bd-978cb5368d0b
11070,Person 7: Ethnic - Language Preference,et_lang_7,Based on a comprehensive predictive name analysis process that identifies language preference.,2,char,,,"00=Unknown,01=English,03=Danish,04=Swedish,05=Norwegian,06=Finnish,07=Icelandic,08=Dutch,09=Flemish/Walloon,10=German,12=Hungarian,13=Czech,14=Slovak,17=French,19=Italian,20=Spanish,21=Portuguese,22=Polish,23=Estonian,24=Latvian,25=Lithuanian,27=Georgian,29=Armenian,30=Russian,31=Turkish,32=Kurdish,33=Greek,34=Persian,35=Moldovan,36=Bulgarian,37=Romanian,38=Albanian,40=Slovenian,41=Serbo-Croatian,44=Azerbaijani,45=Kazakh,46=Pashtu/Pashto,47=Urdu,48=Bengali/Bangla,49=Bahasa indonesia,50=Asian Indian (Hindi or Other),51=Burmese,52=Mongolian,53=Mandarin,54=Cantonese,56=Korean,57=Japanese,58=Thai,59=Bahasa melayu,60=Lao,61=Khmer,62=Vietnamese,63=Sinhala,64=Uzbek,65=Hmong,68=Hebrew,70=Arabic,72=Turkmen,74=Kirghiz,7E=Nepali,7F=Samoan,7H=Inuktitut,80=Tongan,8G=Tibetan,8I=Siswati,8J=Zulu,8K=Xhosa,8M=Afrikaans,8O=Comorian/Shikomoro,8S=Akan,8T=Swahili,8X=Hausa,9=Flemish/walloon,92=Bantu languages,94=Dzongkha,95=Amharic,9E=Somali,9F=Macedonian,9J=Chechen,9K=Igbo,9L=Yoruba,9N=Tagalog,9O=Sesotho,9R=Malagas,9X=Tok Pisin,blank=Null,",Derived,AdultPID,7b34adf3-dec3-4218-b350-6ec4a3d9a245
10783,Person 7: Ethnic - Religion,et_relg_7,Based on a comprehensive predictive name analysis process that identifies ethnicity.,1,char,,,"B=Buddhist,blank=Null,C=Catholic,E=Oriental orthodox,G=Greek orthodox(retired 2022),H=Hindu,I=Muslim,J=Jewish,K=Sikh,L=Lutheran,M=Mormon,O=Eastern Orthodox,P=Protestant,S=Shinto,X=Not Known or Unmatched,",Derived,AdultPID,0f99d73c-cddb-4805-8073-1628446f4222
11069,Person 7: Ethnic - Assimilation,et_asim_7,"Assimilation coding can be identified on the following detail ethnicities: Hispanic, Chinese, Japanese, Khmer, Korean, Laotian, Thai, Vietnamese, Filipino, Indian and Pakistani.",1,AN,9,,"0=Not Applicable or Unknown,1=Assimilated Speaks English Only,2=Bilingual English,3=Bilingual native,4=Unassimilated Native Only,blank=Blank,",Derived,AdultPID,7f77b24a-074f-4efd-87fc-9dbc32feae6b
10801,Person 7: Presence Of Email Flag,email_flag_7,Presence of Email Flag,1,char,,,"blank=Blank,U=Unknown,Y=Presence of Email Address,",Derived,AdultPID,35830442-c0bc-40d7-89d6-8effec911aa0
16984,Person 7: Health and Well Being,Health_Well_Being_7,Individual level segments based on statistical analysis of consumers having reported on their health and well-being.  Values and descriptions: 1=Invincibles'-generally not concerned about their health; 2=Trusting Patients-rely on doctors and follow healthy practices; 3=Weight Reformers-struggle with healthy choices; 4=Healthy Holistics- committed to exercise and healthy choices; 5=Image Shapers-believe looking good means being healthy;  0=Unknown,1,AN,9,,"0=Unknown,1=Invincibles',2=Trusting Patients,3=Weight Reformers,4=Healthy Holistics,5=Image Shapers,",Modeled,AdultPID,a0f8ca44-f4c1-4ec8-87c5-dcd18db1d9cc
16989,Person 7: Mobile Users,MobileUsers_7,Mobile Users individual level segments are based on statistical analysis of consumers that have reported on their mobile usage and interest level. Values and descriptions: 1= Mobirarti's consider cell phone devices a central part of every day life and represent the mobile generation. 2 = Social Connectors consider cell phone communication a central part in their lives and a bridge to their social world. 3 = Pragmatic Adopters consider cell phones part of everyday life but more functional than entertaining. 4 = Basic Planners consider cell phones just for the basics and another communication device. 5 = Mobile Professionals cell phone helps them keep up with their professional life and personal life. 6 = No Mobile Phone are not likely to use a cell phone.,1,AN,9,,"0=Unknown,1=Mobirati,2=Social Connectors,3=Pragmatic Adopters,4=Basic Planners,5=Mobile Professionals,6=No mobile phone,",Modeled,AdultPID,ca0e5b6c-0ca8-41c8-ae8a-5ca5733a40c9
11975,Person 7: Political Affiliation,political_code_7,"Target individuals based on their political party affiliation. Where known data is not available, political affiliation is determined through the application of predictive models. This application allows access to individual s party affiliation in the states where known coverage may be missing as well as across the entire United States.
The party affiliation of Independent/Other is the combination of known and inferred individuals registered with the Independent party and other political organizations.
Non-Registered party affiliation is available only as modeled data.
First byte contains the model confidence flag with the following values:
1 = Known party
5 = Inferred party
Second byte contains the party affiliation values:
I = Independent/Other
D = Democrat
R = Republican
N = Non-Registered
0U = Unknown",2,char,,,"0U=Unknown,1D=Known Democrat,1I=Known Independent/Other,1R=Known Republican,5D=Inferred Democrat,5I=Inferred Independent /Other,5N=Inferred Non-Registered,5R=Inferred Republican,",Modeled,AdultPID,e80b86b8-cfa3-4edd-b116-09316cdcf1a1
9126,Person 7: PoliticalPersona I1,political_personas_7,"PoliticalPersonas Segments provide a detailed understanding of key voter segments, demographics, responsiveness to various media platforms, and attitudes and opinions on important political issues and social trends.",2,AN,99,,"00=Uncoded,01=Unconnected and Unregistered,02=Informed But Unregistered,03=Super Democrats,04=Left Out Democrats,05=Conservative Democrats,06=On-the-Fence Liberals,07=Green Traditionalists,08=Mild Republicans,09=Uninvolved Conservatives,10=Ultra Conservatives,blank=Blank,",Modeled,AdultPID,1a273836-e6ad-488e-8ad8-0c669752a594
17028,Person 7: Technology Adoption,Technology_Adoption_7,Individual level segments based on statistical analysis of consumers reporting their technology usage and skill level. Values and descriptions are: 1=Wizards rely heavily on technology and new gadgetry.  2=Journeymen consider technology an important part of life and are skilled users of new technology. 3=Apprentices take advantage of technology using internet and gadgets to a large extent but still have room to expand usage. 4=Novices consider technology as having limited impact on their life and are disconnected from emerging technology. 0=Unknown.,1,AN,9,,"0=Unknown,1=Wizards,2=Journeymen,3=Apprentices,4=Novices,",Modeled,AdultPID,6a823b26-cb5b-4d9a-be8e-c708e384f517
19387,Person 7: TrueTouch Eng: Email Engagement,TT_email_model_7,Predicts the likeihood the individual consumer engages with brands via the email channel or is receptive to brand messages delivered in the email channel,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23906,Person 7: TrueTouch: Savvy Researchers,TTResearchers_7,These consumers like to compare prices across different sites before purchasing and typically read online reviews and consumer reports,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23907,Person 7: TrueTouch: Organic and natural,TTEnvironmental_7,"These consumers buy natural and organic products, often preferring to put natural things in their homes and bodies.",1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23908,Person 7: TrueTouch: Brand Loyalists,TTBrandLoyal_7,These consumers are willing to pay more for proven and reputable brands,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23909,Person 7: TrueTouch: Trendsetters,TTFashionForward_7,These consumers are trend setters and early adopters of new products.,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23910,Person 7: TrueTouch: Deal Seekers,TTDealSeekers_7,Price is more important to these consumers than brand name,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23911,Person 7: TrueTouch: Recreational Shoppers,TTRecShopper_7,These are your store browsers who find joy and relaxation in looking for new and interesting offers,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23912,Person 7: TrueTouch: Quality Matters,TTHighQualitySeeker_7,"Quality matters for these consumers and they are willing to pay more for fresh ingredients, durable materials and quality craftsmanship",1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23913,Person 7: TrueTouch: In the Moment Shoppers,TTImpulseBuyer_7,"These spenders find it difficult to say 'no' to things that catch their eyes.  They recognize they are ""spenders"" rather than ""savers"" and appreciate a convenient purchase opportunity.  Top of mind = In the cart.",1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23914,Person 7: TrueTouch: Mainstream Adopters,TTSocialApproval_7,"Trendy by association, these consumers enjoy following the latest trends set by innovators.  They appreciate understanding what the trendsetters are buying these days.",1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23915,Person 7: TrueTouch: Novelty Seekers,TTNoveltySeeker_7,These consumers dislike the same ol' and prefer to try new brands or new options.  Variety is the spice of life.,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
24731,Person 7: TrueTouch Eng: Broadcast Cable TV,TT_BroadcastCableTV_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.   ",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24741,Person 7: TrueTouch Eng: Digital Display,TT_DigitalDisplay_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.   ",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24751,Person 7: TrueTouch Eng: Direct Mail,TT_DirectMail_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24761,Person 7: TrueTouch Eng: Digital Newspaper,TT_DigitalNewspaper_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24771,Person 7: TrueTouch Eng: Digital Video,TT_DigitalVideo_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24781,Person 7: TrueTouch Eng: Radio,TT_Radio_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24791,Person 7: TrueTouch Eng: Streaming TV,TT_StreamingTV_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24801,Person 7: TrueTouch Eng: Traditional Newspaper,TT_TraditionalNewspaper_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24811,Person 7: TrueTouch Eng: Mobile SMS MMS,TT_MobileSMS_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24821,Person 7: TT Conv: Online Deal Voucher,TT_OnlineDealCVoucher_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels.  This TrueTouch Conversion Channel attribute predicts a person's likelihood to make purchases via Online Deal Vouchers like Groupon or LivingSocial.",1,AN,9,,"0=No Data available-on fixed formats only,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,b29d817b-12c4-4bd6-b454-212a978a4c47
24831,Person 7: TT Conv: Discount Supercenters,TT_DiscountSupercenter_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels. This TrueTouch Conversion Channel attribute predicts a person's likelihood to make purchases at online discount superstores.",1,AN,9,,"0=No Data available-on fixed formats only,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,b29d817b-12c4-4bd6-b454-212a978a4c47
24841,Person 7: TT Conv: Ebid Sites,TT_EbidSites_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels.  This TrueTouch Conversion Channel attribute predicts a person's likelihood to make purchases on Ebid sites like eBay and other marketplaces where bidding or negotiating pricing is typical.",1,AN,9,,"0=No Data available-on fixed formats only,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,b29d817b-12c4-4bd6-b454-212a978a4c47
24851,Person 7: TT Conv Conv: Etail only,TT_EtailOnly_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels.  This TrueTouch Conversion Channel attribute predicts a person's likelihood to make purchases on Etail only sites such as Zappos.com or Etsy.com.",1,AN,9,,"0=No Data available-on fixed formats only,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,b29d817b-12c4-4bd6-b454-212a978a4c47
24861,Person 7: TT Conv:  Mid-High End Store,TT_MidHighEndStore_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels. This TrueTouch Conversion Channel attribute predicts a person's likelihood to make online purchases that are considered mid- to high-end at retailers like Macy's, Neiman Marcus and Nordstrom.",1,AN,9,,"0=No Data available-on fixed formats only,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,b29d817b-12c4-4bd6-b454-212a978a4c47
24871,Person 7: TT Conv Conv: Specialty Dept Store,TT_SpecialtyDeptStore_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels. This TrueTouch Conversion Channel attribute predicts a person's likelihood to make online purchases at specialty department stores such as Home Depot (Paint and Plumbing departments) or Bed Bath & Beyond (Bedding and Décor departments).",1,AN,9,,"0=No Data available-on fixed formats only,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,b29d817b-12c4-4bd6-b454-212a978a4c47
24881,Person 7: TT Conv Conv: Wholesale,TT_Wholesale_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels. This TrueTouch Conversion Channel attribute predicts a person's likelihood to make online purchases at wholesale stores like Costo, Sams and Overstock.com.",1,AN,9,,"0=No Data available-on fixed formats only,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,b29d817b-12c4-4bd6-b454-212a978a4c47
24891,Person 7: TT Conv Conv: Specialty or Boutique,TTSpecialty_Boutique_7,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels. This TrueTouch Conversion Channel attribute predicts a person's likelihood to make online purchases at specialty stores and boutiques such as Victoria's Secret, Pottery Barn, J. Crew and more.",1,AN,9,,"0=No Data available-on fixed formats only,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,b29d817b-12c4-4bd6-b454-212a978a4c47
1066,Person 7: Mail Responder,indv_resp_7,Individual Responder,1,char,,,"blank=Null,U=Unknown,Y=Yes ,",Known/Declared,AdultPID,af530985-789b-4d9b-88a0-a788624fc5e0
28582,Person 7: Cons Behavior Age 65+,con20_Age_65_7,Consumers likely to be age 65+ and influenced by environmental changes.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
0,FILLER,filler,,1,char,,,,,,
28586,Person 7: Cons Behavior Financial Advice,con20_Financial_Advice_7,Consumers likely having a higher propensity to seek out financial advice.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28587,Person 7: Cons Behavior Occ Social Services,con20_Occ_Social_Svc_7,Consumers likely to work in industries such as healthcare or social services.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28588,Person 7: Cons Behavior Occ Education,con20_Occ_Education_7,Consumers likely to work in the education.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28589,Person 7: Cons Behavior Occ Small Biz Owner,con20_Occ_Small_Biz_7,Consumers are likely to own a small business.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28590,Person 7: Cons Behavior Occ Essential Worker,con20_Occ_Work_Home_7,Consumers likely to be an employee who is not able to work from home.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28591,Person 7: Cons Behavior Occ Construction,con20_Occ_Construction_7,Consumers likely to be employed in construction or mining and not able to work from home.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28592,Person 7: Cons Behavior Occ Government,con20_Occ_Government_7,Consumers likely to be employed in government and may not be able to work from home.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
